EbN0,BER_amp,BER_ldpc,BER_ldpc_amp,BER_sparc
1.2521739130434784,0.22135416666666666,0.2199435763888889,0.24772135416666666,0.14561631944444445
1.3217391304347827,0.1711154513888889,0.16829427083333334,0.1978081597222222,0.1105685763888889
1.391304347826087,0.10123697916666667,0.10004340277777778,0.11610243055555555,0.034505208333333336
1.4608695652173913,0.07671440972222222,0.07671440972222222,0.07942708333333333,0.021701388888888888
1.5304347826086957,0.05588107638888889,0.05381944444444445,0.061957465277777776,0.0224609375
1.5999999999999999,0.023220486111111112,0.021809895833333332,0.019856770833333332,0.012261284722222222
1.6695652173913043,0.011501736111111112,0.009006076388888888,0.007703993055555556,0.009006076388888888
1.7391304347826086,0.007269965277777778,0.007269965277777778,0.007378472222222222,0.009765625
1.808695652173913,0.008680555555555556,0.006727430555555556,0.005316840277777778,0.003689236111111111
1.8782608695652174,0.005316840277777778,0.003689236111111111,0.0029296875,0.005642361111111111
1.9478260869565216,0.003363715277777778,0.002170138888888889,0.0018446180555555555,0.0013020833333333333
2.017391304347826,0.001953125,0.0010850694444444445,0.0007595486111111111,0.0032552083333333335
2.0869565217391304,0.001953125,0.001953125,0.001953125,0.0003255208333333333
EbN0,BER_amp,BER_ldpc,BER_ldpc_amp,BER_sparc
1.1428571428571428,0.2566189236111111,0.2561848958333333,0.2699652777777778,0.14366319444444445
1.5782312925170066,0.051432291666666664,0.044487847222222224,0.052083333333333336,0.011827256944444444
2.0136054421768708,0.013237847222222222,0.0035807291666666665,0.0008680555555555555,0.0015190972222222222
2.4489795918367347,0.0016276041666666667,0.00021701388888888888,0.00021701388888888888,0.0
2.8843537414965983,0.0,0.0010850694444444445,0.0010850694444444445,0.0005425347222222222
3.3197278911564623,0.0,0.0,0.0,0.0
3.7551020408163267,0.0,0.0,0.0,0.0
4.19047619047619,0.0,0.0,0.0,0.0
EbN0,BER_amp,BER_ldpc,BER_ldpc_amp,BER_sparc
1.1428571428571428,0.2697482638888889,0.2609592013888889,0.2794053819444444,0.18684895833333334
1.5782312925170066,0.05750868055555555,0.046332465277777776,0.05262586805555555,0.015733506944444444
2.0136054421768708,0.003146701388888889,0.0015190972222222222,0.0015190972222222222,0.001736111111111111
2.4489795918367347,0.0,0.0,0.0,0.0
2.8843537414965983,0.0,0.0,0.0,0.0
3.3197278911564623,0.0,0.0,0.0,0.0
3.7551020408163267,0.0,0.0,0.0,0.0
4.19047619047619,0.0,0.0,0.0,0.0
EbN0,BER_ldpc
0.8999999999999999,0.3524305555555556
1.2428571428571427,0.3030960648148148
1.5857142857142856,0.2824074074074074
1.9285714285714286,0.24377893518518517
2.2714285714285714,0.0
2.614285714285714,0.0
2.9571428571428573,0.0
3.3,0.0
